"Article"	"Len"	"BadFreqs"	"Len1"	"Len2"	"Len3"	"Len4"	"Class" 
" '''Дунчылкыт Пётрлэн Трир соборез''' ( ) — Трир карысь ( Рейнланд-Пфальц ) собор, Германия|Германиысь тужгес вашкалаез черк. Пуктон историез Храм пуктэмын вал 320-тӥ аръёсы Константин император (Быдӟым Константин)|Константин император косэмъя, лэсьтӥськон ужъёсыз Трирысь епископ Максимин эскериз. Черклэн быдӟалаез (112,5 м х 41 м) Трирын туннэ нуналлы но вань черкъёс пӧлын тужгес бадӟымез. 882-тӥ арын норманнъёс солэсь юртсэ куашкатӥллям, но собор выльысь ӝутэмын вал, роман стилья. Ваньмыз пуктӥськон-выльдон ужъёс йылпумъяськизы 1196-тӥ арын. 1944-тӥ-1945-тӥ аръёсы собор, оглом быдэс кар сямен ик, зол куашкатэмын вал. 1960-тӥ арысен 1974-тӥ арозь солэсь алтарьзэ тупатӥзы. 1974-тӥ арын 1-тӥ мае выльдэм алтарез выльысь вӧсязы. "	94	0	3	3	6	9	"good"
" '''Рим выж''' ( ) — Германия|Германиысь тужгес вашкалаез выж. Интыяське Трир карын, Мозель шур вамен.
1986-тӥ арын пыртэмын ЮНЕСКО -лэн списоказ. "	20	1	0	0	5	2	"bad"
" '''Константин-базилика''' ( немец кыл|нем . Konstantinbasilika) — Трир карысь рим базилика . Нырысь отын кенешъёс ортчыло вылэм. Пуктэмын Быдӟым Константин косэмъя 310-тӥ ар котырын. Пушкыз мраморен чеберъямын вылэм, статуяос сылӥллям, юрт шунтӥське вылэм. Шор дауръёс ы отын архиепископлэн резиденциез интыяськем. XVII даурын залэз пуктӥзы курфюст замок борды. 1856-тӥ арын базиликаез сётӥзы евангелической черк лы, со дырысен пушказ службаос ортчо. Кыкетӥ дунневыл ож дыръя базилика ӝуаны шедиз, бӧрысь выльдэмын вал. Пушкыз: кузьдалаез 67 метр, пасьталаез 27, 2 метр, ӝуждалаез 33 метр, борддоръёсызлэн зӧкталаез 2, 7 метрозь. Константин-базилика пыртэмын ЮНЕСКО -лэн списоказ. "	87	1	1	4	5	8	"good"
" '''Хинцерт''' ( ) — нацистъёслэн Германия|Германи ысь одӥгез концентрационной лагерьзы. Кылдытэмын 1939 ар|1939-тӥ арын коньывуонэ Хинцерт-Пёлерт город вӧзын, Люксембург ен кунгожлэсь 30 иськемын. Быдӟым Отечественной ож|Быдӟым Атыкай ож аръёсы татчы сюризы 14 сюрс пала адямиос, соос пӧлысь ог сюрсэз быдтэмын вал. Официально та лагерь «концентрационной» нимыськыны кутскиз 1940 ар|1940-тӥ арын 1-тӥ пӧсьтолэзьысен гинэ. Азьвыл ке отчы ужасьтэм муртъёсыз гинэ интыяллязы, та вакытысен политической заключеннойёсты но вайылыны кутскизы. Баракъёс 560 муртлы дасямын вал, но лагере сюремъёслы отын 1 200-1 500 кузя улоно луиз. Лагерьысь кылем даннойёсъя, отын 321 мурт быриз, но француз эскеронъёс возьматӥзы, быремъёслэн зэмос лыдзы 1 сюрс пала шуыса. "	99	0	0	9	3	16	"good"
" '''Бахчисарай ёрос''' ( , ) — Крым Автономи Республика ысь ёрос. Интыяське республикалэн лымшор шунды пуксён палаз. Административной центрез — Бахчисарай кар. Улӥсьёс — 91 600 адями. Площадез — 1589 км². "	29	3	0	0	3	3	"bad"
" '''Джанкой ёрос''' ( , ) — Крым Автономи Республика ысь ёрос. Интыяське республикалэн уйпалаз. Административной центрез — Джанкой кар, нош ёрослэн территорияз уг пыры. Улӥсьёс — 74 000 адями. Ёрослэн площадез — 2667 км². "	32	4	0	1	4	4	"bad"
" '''Симферополь ёрос''' ( , ) — Крым Автономи Республика ысь ёрос. Интыяське республикалэн шор палаз, Симферополь кар котыртӥ. Улӥсьёс — 158 829 адями. Ёрослэн площадез — 1753 км². "	26	3	0	0	4	3	"bad"
"#перенаправление Уддяди муниципал кылдытэт "	4	0	0	0	0	0	"bad"
"#перенаправление Набат памяти "	3	0	0	0	0	0	"bad"
"#перенаправление Рим выж (Трир) "	4	0	0	0	2	1	"bad"
"Участники в этой категории указали знание языка «британский английский»."	9	2	1	0	0	1	"bad"
"Участники из этой категории указали уровень знаний N для языка «британский английский»."	12	2	0	1	1	1	"bad"
" ысь тужгес тодмо история но архитектура синпелет '''Порта Нигра''' ( — «сьӧд капка») — быдэс дуннеысь тужгес бадӟым но вашкала дырысен умой возиськем капка, пыртэмын ЮНЕСКО -лэн списоказ. Трир городлэн символэз. Рим империя вакытъёсы Порта Нигра каре пырон капка вылэм. 29,3 метръем капка пуктэмын 180-тӥ арын цементтэк. Югыт луолэсь кӧльыосыз (кыскиллям 6 тоннаозь) римлянинъёс туй бычкыен, рос-прос мертаса, вандылӥллям. Порта Нигра туннэ но сылэ. Сое учкыны быгато вань мылкыд карисьёс. Нош «Сьӧд капка» бордын Трирлэн историезъя музей интыяське. "	77	0	0	3	6	7	"good"
" лэн за́мокез '''Курфюрст замок''' ( ) — Трир городысь замок. "	9	0	0	0	1	1	"good"
"'''Курфю́рст''' ( — «князь-выборщик», ''Kür'' — «быръён» но ''Fürst'' — «князь» кылъёс бордысь; ) — Рим империя|Рим империын имперской князь, XIII даурысен со императорез бырйылӥз. "	23	0	0	2	1	0	"bad"
" '''Саарбрю́ккен''' ( , ) — Германия|Германи лэн шундыпуксён ысьтыз город, Саарланд (яке Саар ) федераци музъемлэн шоркарез. Улӥсьёсызлэн лыдыз 175,5 сюрс мурт ( 2010 ар|2010 ). Саарбрюккен — Саарландлэн политической, экономической но культурной центрез. Файл:P8090536.JPG| Людвиг черк — Саарбрюккенлэн символэз
Файл:P8090523.JPG|Саарбрюккенэтӥ бызе Саар шур
Файл:P8090542.JPG|Городын уно пӧртэм синпелетъёс "	43	1	0	1	4	6	"bad"
" '''Людвиг черк''' ( ) — Саарбрюккен ысь тужгес тодмоез евангелической черк, карлэн (городлэн) тодметпусэз (символэз), лэсьтэмын барокко стилья. Интыяське Саарбрюккенлэн Вашкала Саарбрюккен ёросаз. "	22	0	0	0	1	2	"good"
"#перенаправление Курфюрст замок "	3	0	0	0	0	0	"bad"
"Василий Серафимович Ушаков"	3	0	0	0	0	0	"bad"
"Зинаида Кирилловна Вахрушева (Рябинина)"	4	0	0	0	0	0	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 7 045
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Александровск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 7 045 адями (2001). Валэктонъёс "	119	3	0	1	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 5 061
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Алмазная''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 5 061 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 119 193
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Алчевск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 119 193 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 63 698
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Антрацит''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 63 698 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 9 097
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Артёмовск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 9 097 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 54 767
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Брянка''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 54 767 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 14 773
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Вахрушево''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 14 773 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 11 473
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Горское''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 11 473 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 11 295
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Зимогорье''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 11 295 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 17 836
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Золотое''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 17 836 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 8 838
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Зоринск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 8 838 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 35 199
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Кировск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 35 199 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 94 875
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Краснодон''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 94 875 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 50 560
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Красный Луч''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 50 560 адями (2001 ар). Валэктонъёс "	121	3	0	2	10	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 24 447
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Кременная''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 24 447 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 115 229
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Лисичанск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 115 229 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 463 097
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Луганск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 463 097 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 18 833
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Лутугино''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 18 833 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 6 029
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Миусинск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 6 029 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 25 528
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Молодогвардейск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 25 528 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 9 025
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Новодружеск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 9 025 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 43 082
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Первомайск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 43 082 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 29 665
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Перевальск''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 29 665 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 15 478
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Петровское''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 15 478 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 25 951
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Попасная''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 25 951 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
" , |кун =
|герб =
|флаг =
|герблэн пасьталаез = |флаглэн пасьталаез = |герб сярысь = |флаг сярысь = |суред = |пасьтала = |lat_dir = |lat_deg = |lat_min = |lat_sec = |lon_dir = |lon_deg = |lon_min = |lon_sec = |CoordAddon = |CoordScale = 20000
|Яндекс-карта = |карта = |кун = Украина
|улос = Луганск улос
|йыр = |кылдытон дыр = |азьвыл нимъёс =
|площадь = |кыл = украин кыл, ӟуч кыл
|улӥсьёс = 9 004
|перепись ар = 2001
|плотность = |агломерация = |йӧскалык состав = |часовой пояс = |DST = |телефон код = |почта индексъёс = |автомобиль код = |Commons категория = }} '''Приволье''' ( , ) — Украина ысь Лугаснск улос ысь кар . Улӥсьёс — 9 004 адями (2001 ар). Валэктонъёс "	120	3	0	2	9	7	"bad"
