"Article"	"Len"	"BadFreqs"	"Len2"	"Len3"	"Len4"	"Class" 
"#REDIRECT Плевроталлис "	2	0	0	0	0	"bad"
"#REDIRECT Компареттие "	2	0	0	0	0	"bad"
" '''Компареттие''' ( ) — Орхидея тъналста панчф касыкссь. 16 калопне (вид). Васьфневихть Америкса. Видне # '' Comparettia coccinea ''
# '' Comparettia cryptocera ''
# '' Comparettia erecta ''
# '' Comparettia falcata ''
# '' Comparettia ignea ''
# '' Comparettia macroplectron ''
# '' Comparettia maloi ''
# '' Comparettia paulensis ''
# '' Comparettia peruviana ''
# '' Comparettia pulchella ''
# '' Comparettia rosea ''
# '' Comparettia saccata ''
# '' Comparettia speciosa ''
# '' Comparettia splendens ''
# '' Comparettia splendida ''
# '' Comparettia venezuelana '' "	61	6	0	1	0	"bad"
"#REDIRECT Комперие "	2	0	0	0	0	"bad"
" '''Комперие''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Туркамастор са, Крым са, Ливан са, Ирак са ди Иран са. "	22	6	6	1	3	"bad"
"#REDIRECT Эрие "	2	0	0	0	1	"bad"
"#REDIRECT Кондилаго "	2	0	0	0	0	"bad"
" '''Кондилаго''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Колумбие са. "	13	7	1	1	0	"bad"
"#REDIRECT Констанцие "	2	0	0	0	0	"bad"
"'''Констанцие''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Кораллориза "	2	0	0	0	0	"bad"
" '''Кораллориза''' ( ) — Орхидея тъналста панчф касыкссь. 90 калопне (вид). Васьфневихть Америкса ди Евразиеса (''C. trifida''). Видне *'' Corallorhiza bentleyi '' : Лямбеширень Америка
*'' Corallorhiza bulbosa '' : Мексика *'' Corallorhiza ekmanii '' : Доминикан Республика
*'' Corallorhiza macrantha '' : Мексика *'' Corallorhiza maculata '' : Лямбеширень Америка, Мексика *'' Corallorhiza mertensiana '' : Лямбеширень Америка
*'' Corallorhiza odontorhiza '' : Лямбеширень Америка, Мексика *'' Corallorhiza striata '' : Лямбеширень Америка, Мексика *'' Corallorhiza trifida '' : Европа, Лямбеширень Америка, Сибирь, Гренландие
*'' Corallorhiza williamsii '' : Сальвадор *'' Corallorhiza wisteriana '' : Лямбеширень Америка, Мексика "	87	13	1	1	0	"bad"
"#REDIRECT Кордиглоттис "	2	0	0	0	0	"bad"
"'''Кордиглоттис''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Корунастилис "	2	0	0	0	0	"bad"
"'''Корунастилис''' ( ) — Орхидея тъналста панчф касыкссь. 50 калопне (вид). Васьфневихть Австралиеса, Од Зеландаса ди Од Каледониеса. Видне #'' Corunastylis acuminata '' (R.S.Rogers) D.L.Jones &amp; M.A.Clem. #'' Corunastylis alticola '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis apostasioides '' Fitzg. #'' Corunastylis archeri '' (Hook.f.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis arrecta '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis bishopii '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis brachystachya '' (Lindl.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis ciliata '' (Ewart &amp; B. Rees) D.L.Jones &amp; M.A.Clem. #'' Corunastylis citriodora '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis conferta '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis cranei '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis densa '' (Fitzg.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis despectans '' (Hook.f.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis ectopa '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis eriochila '' (Fitzg.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis filiformis '' (Fitzg.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis fimbriata '' (R.Br.)D.L.Jones &amp; M.A.Clem. #'' Corunastylis firthii '' (L.Cady) D.L.Jones &amp; M.A.Clem. #'' Corunastylis formosa '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis insignis '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis laminata '' (Fitzg.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis littoralis '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis morina '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis morrisii '' (Nicholls) D.L.Jones &amp; M.A.Clem. #'' Corunastylis nigricans '' (R.Br.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis nuda '' (Hook.f.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis nudiscapa '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis oligantha '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis ostrina '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis parvicalla '' (Rupp)D.L.Jones &amp; M.A.Clem. #'' Corunastylis pedersonii '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis plumosa '' (Rupp) D.L.Jones &amp; M.A.Clem. #'' Corunastylis psammophila '' (D.L.Jones )D.L.Jones &amp; M.A.Clem. #'' Corunastylis pumila '' (Hook.f.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis rhyolitica '' (D.L.Jones &amp; M.A. Clem)D.L.Jones &amp; M.A.Clem. #'' Corunastylis rufa '' (R.Br.) D.L.Jones &amp; M.A.Clem. #'' Corunastylis ruppii '' (R.S.Rogers) D.L.Jones &amp; M.A.Clem. #'' Corunastylis sagittifera '' (Rupp) D.L.Jones &amp; M.A.Clem. #'' Corunastylis sigmoidea '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis simulans '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis superba '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis systena '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis tasmanica '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis tecta '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis tepperi '' (F.Muell. ex Tepper) D.L.Jones &amp; M.A.Clem. #'' Corunastylis trifida '' (Rupp) D.L.Jones &amp; M.A.Clem. .
#'' Corunastylis turfosa '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis valida '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis vernalis '' (D.L.Jones) D.L.Jones &amp; M.A.Clem. #'' Corunastylis woollsii '' (F.Muell.) D.L.Jones &amp; M.A.Clem. "	370	6	3	1	0	"bad"
"#REDIRECT Кориантес "	2	0	0	0	0	"bad"
" '''Корибас''' ( ) — Орхидея тъналста панчф касыкссь. 141 калопне (вид). Васьфневихть Азиеса ди Океаниеса. Видне * '' Corybas acuminatus '' (Од Зеланда).
* '' Corybas cheesemanii '' (Од Зеланда).
* '' Corybas diemenicus '' (Австралие).
* '' Corybas fimbriatus '' (Австралие).
* '' Corybas kaimai '' (Од Зеланда).
* '' Corybas macranthus '' (Од Зеланда).
* '' Corybas oblongus '' (Од Зеланда).
* '' Corybas trilobus '' (Од Зеланда).
* '' Corybas unguiculatus '' (Австралие). "	57	6	7	1	0	"bad"
"#REDIRECT Корибас "	2	0	0	0	0	"bad"
" '''Кориантес''' ( ) — Орхидея тъналста панчф касыкссь. 53 калопне (вид). Васьфневихть Америкса. Видне Фотоархтофкскярькс alborosea Orchi 04.jpg| ''C. alborosea'' gerlachiana Orchi 02.jpg| ''C. gerlachiana'' hunteriana Orchi 01.jpg| ''C. hunteriana'' leucocorys Orchi 02.jpg| ''C. leucocorys'' macrantha Orchi 03.jpg| ''C. macrantha'' macrocorys Orchi 01.jpg| ''C. macrocorys'' maculata Orchi 02.jpg| ''C. maculata'' mastersiana Orchi 01.jpg| ''C. mastersiana'' picturata Orchi 01.jpg| ''C. picturata'' speciosa Orchi 02.jpg| ''C. speciosa'' trifoliata Orchi 01.jpg| ''C. trifoliata'' verrucolineata Orchi 04.jpg| ''C. verrucolineata'' "	74	6	0	1	0	"bad"
"#REDIRECT Корициум "	2	0	0	0	0	"bad"
" '''Корициум''' ( ) — Орхидея тъналста панчф касыкссь. 14 калопне (вид). Васьфневихть Лямбеширень Африкса. Видне # '' Corycium alticola '' Parkman &amp; Schelpe (1982) # '' Corycium bicolorum '' (Thunb.) Sw. (1800) # '' Corycium bifidum '' Sond. (1846) # '' Corycium carnosum '' (Lindl.) Rolfe (1913) # '' Corycium crispum '' (Thunb.) Sw. (1800) # '' Corycium deflexum '' (Bolus) Rolfe. (1800) # '' Corycium dracomontanum '' Parkman &amp; Schelpe (1982) # '' Corycium excisum '' Lindl. (1839) # '' Corycium flanaganii '' (Bolus) Kurzweil &amp; H.P.Linder (1991) # '' Corycium ingeanum '' E.G.H.Oliv. (1986) # '' Corycium microglossum '' Lindl. (1839) # '' Corycium nigrescens '' Sond. (1846) # '' Corycium orobanchoides '' (L.f.) Sw. (1800) # '' Corycium tricuspidatum '' Bolus (1889) # '' Corycium vestitum '' Sw. (1800) "	101	7	0	1	0	"bad"
"#REDIRECT Коримборкис "	2	0	0	0	0	"bad"
" '''Коримборкис''' ( ) — Орхидея тъналста панчф касыкссь. 8 калопне (вид). Васьфневихть Азиесади Америкса. Видне # '' Corymborkis cubensis ''
# '' Corymborkis decumbens ''
# '' Corymborkis flava ''
# '' Corymborkis forcipigera ''
# '' Corymborkis galipanensis ''
# '' Corymborkis minima ''
# '' Corymborkis polystachya ''
# '' Corymborkis veratrifolia '' "	38	6	0	1	0	"bad"
